"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.038522609E1,3.962783813E-1,-7.243798375E-1,-1.528654456E0
9.063553126E1,4.474110603E-1,-1.505218625E0,-1.021588564E0
9.088586696E1,-2.663161159E-1,1.731054783E-1,9.859022498E-1
9.113589747E1,3.515372574E-1,-3.680488765E-1,1.073786616E0
9.138626368E1,5.193164349E-1,2.663161140E-3,-6.072007492E-2
9.163684352E1,7.803062201E-1,1.363538504E-1,-1.603755593E0
9.188705714E1,-1.176051974E0,8.266451955E-1,1.677791476E-1
9.213751490E1,-2.801645398E-1,9.640643597E-1,8.793758154E-1
9.238797267E1,-5.086637735E-1,-7.776430249E-2,9.230516553E-1
9.263901027E1,3.749730885E-1,-1.317199469E0,-8.671252728E-1
9.289032252E1,5.890912414E-1,-1.113201380E0,-1.193096161E0
9.314047511E1,-7.099987864E-1,1.423193336E0,3.728425503E-1
9.339081080E1,-1.784317940E-1,6.338323355E-1,1.174986720E0
9.364093287E1,5.912217870E-2,4.969458580E-1,1.321460605E0
9.389105494E1,-6.711166352E-2,4.420847595E-1,-1.692705274E0
9.414132960E1,-5.166532472E-2,-1.317732096E0,-4.655205607E-1
9.439148219E1,-4.585963488E-1,-1.070590764E-1,9.656622410E-1
9.464209254E1,-1.219727769E-1,-5.885586143E-1,9.198558331E-1
9.489215358E1,8.932242393E-1,2.609897964E-2,-2.508697808E-1
9.514364894E1,5.550028086E-1,2.013349831E-1,-1.495631337E0
9.539398463E1,-1.658084154E0,1.194694042E0,-3.099919558E-1
9.564502223E1,-4.575310946E-1,1.071655989E0,1.544633508E0
9.589663966E1,-6.801713705E-1,2.130528912E-3,1.152083516E0
