Time,Acc_x,Acc_y,Acc_z,Gyr_x,Gyr_y,Gyr_z,labelOnTable,labelSitting,labelWalking,labelRunning,labelStairs
2020-06-10 14:34:00.750,-0.0143652102,-0.1125274822,9.627084732,-0.001597896684,0.0021305289120000003,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:01.000,0.007182605098999998,-0.13168109949999998,9.59835434,-0.0005326322280000001,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:01.250,0.02633621916,-0.1221042871,9.619902611,0.003195793368,0.0005326322280000001,0.001597896684,1,0,0,0,0
2020-06-10 14:34:01.500,0.007182605098999998,-0.1053448766,9.619902611,0.003195793368,0.003195793368,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:01.750,0.004788403399,-0.1005564705,9.557653427,0.003728425596,0.0,0.003728425596,1,0,0,0,0
2020-06-10 14:34:02.000,0.03112462163,-0.107739076,9.595960617000001,0.0021305289120000003,0.0,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:02.250,0.03351882473,-0.09576806426,9.605537415,-0.003195793368,-0.0005326322280000001,0.001065264456,1,0,0,0,0
2020-06-10 14:34:02.500,0.007182605098999998,-0.09337386489,9.639056206000001,0.001597896684,-0.00266316114,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:02.750,0.0023942017,-0.1221042871,9.660603522999999,-0.001065264456,-0.001065264456,-0.00532632228,1,0,0,0,0
2020-06-10 14:34:03.000,0.0359130241,-0.13168109949999998,9.612719536,-0.001065264456,-0.00266316114,0.001597896684,1,0,0,0,0
2020-06-10 14:34:03.250,0.03351882473,-0.1005564705,9.59835434,-0.0021305289120000003,0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:03.500,0.02154781483,-0.1029506698,9.612719536,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:03.750,0.02394201607,-0.1029506698,9.62469101,-0.0005326322280000001,-0.001065264456,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:04.000,0.02633621916,-0.1244984865,9.600749016,-0.0021305289120000003,0.0,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:04.250,0.0143652102,-0.1101332754,9.631873131,0.0005326322280000001,0.0,0.001065264456,1,0,0,0,0
2020-06-10 14:34:04.500,0.0,-0.13168109949999998,9.54807663,-0.0005326322280000001,-0.001065264456,0.0,1,0,0,0,0
2020-06-10 14:34:04.750,0.01197100803,-0.1005564705,9.617507935,0.003195793368,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:05.000,0.009576806799,-0.1125274822,9.588777542,0.0005326322280000001,0.0,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:05.250,0.0143652102,-0.1268926859,9.543288231,0.0005326322280000001,0.001065264456,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:05.500,0.0191536136,-0.107739076,9.612719536,-0.001065264456,-0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:05.750,0.05506663769,-0.06703764945,9.861717224,0.0005326322280000001,0.006391586736,0.0,1,0,0,0,0
2020-06-10 14:34:06.000,0.045489832760000015,-0.1197100878,9.62469101,0.0,-0.001065264456,0.001065264456,1,0,0,0,0
2020-06-10 14:34:06.250,0.045489832760000015,-0.1125274822,9.756371498,0.0021305289120000003,0.001597896684,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:06.500,0.045489832760000015,-0.09576806426,9.703699112,0.001597896684,-0.003728425596,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:06.750,0.0359130241,-0.1292868853,9.603142737999999,0.0005326322280000001,0.0,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:07.000,0.04309562966,-0.09816227108,9.703699112,0.0021305289120000003,0.001597896684,-0.00266316114,1,0,0,0,0
2020-06-10 14:34:07.250,0.03351882473,-0.09097966552000003,9.607931137000001,-0.0005326322280000001,-0.0005326322280000001,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:07.500,0.045489832760000015,-0.1053448766,9.603142737999999,0.0,0.0,-0.003195793368,1,0,0,0,0
2020-06-10 14:34:07.750,0.004788403399,-0.1101332754,9.617507935,0.0005326322280000001,0.00266316114,0.001597896684,1,0,0,0,0
2020-06-10 14:34:08.000,-0.0023942017,-0.09816227108,9.569623947,-0.001065264456,-0.003195793368,-0.00266316114,1,0,0,0,0
2020-06-10 14:34:08.250,0.01197100803,-0.1292868853,9.583989143,-0.001065264456,-0.001065264456,0.001065264456,1,0,0,0,0
2020-06-10 14:34:08.500,0.040701430289999986,-0.117315881,9.619902611,0.001065264456,0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:08.750,0.01675941236,-0.1149216816,9.634267807,-0.0005326322280000001,-0.001065264456,0.001597896684,1,0,0,0,0
2020-06-10 14:34:09.000,0.004788403399,-0.1149216816,9.603142737999999,-0.001065264456,0.001065264456,-0.00266316114,1,0,0,0,0
2020-06-10 14:34:09.250,0.01675941236,-0.1053448766,9.612719536,0.0,0.0,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:09.500,0.03830722719,-0.1101332754,9.605537415,0.0,0.00266316114,0.001597896684,1,0,0,0,0
2020-06-10 14:34:09.750,0.03112462163,-0.1101332754,9.605537415,0.001597896684,0.001597896684,0.001065264456,1,0,0,0,0
2020-06-10 14:34:10.000,0.0359130241,-0.1244984865,9.612719536,0.001065264456,0.0,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:10.250,0.02394201607,-0.1244984865,9.610325813,-0.0005326322280000001,0.0,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:10.500,0.0191536136,-0.1149216816,9.607931137000001,-0.00266316114,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:10.750,0.0191536136,-0.13168109949999998,9.610325813,0.001065264456,-0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:11.000,0.0,-0.117315881,9.653421402000001,-0.0005326322280000001,0.001597896684,0.0,1,0,0,0,0
2020-06-10 14:34:11.250,0.03830722719,-0.1005564705,9.593565941,0.0,0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:11.500,0.02633621916,-0.1125274822,9.610325813,0.0,-0.001065264456,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:11.750,0.009576806799,-0.08379705995,9.612719536,-0.003728425596,-0.001597896684,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:12.000,0.02633621916,-0.1053448766,9.595960617000001,0.0005326322280000001,-0.00266316114,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:12.250,0.05267243832,-0.1244984865,9.607931137000001,-0.00266316114,0.001065264456,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:12.500,0.02633621916,-0.1149216816,9.619902611,-0.001065264456,-0.001597896684,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:12.750,0.03830722719,-0.1053448766,9.612719536,-0.0005326322280000001,0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:13.000,0.0359130241,-0.1268926859,9.612719536,0.0,-0.0021305289120000003,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:13.250,0.03351882473,-0.1244984865,9.619902611,0.001065264456,-0.0021305289120000003,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:13.500,0.045489832760000015,-0.1149216816,9.670180321,-0.001597896684,0.0,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:13.750,0.02633621916,-0.09576806426,9.751583099,-0.001065264456,-0.003728425596,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:14.000,0.01675941236,-0.117315881,9.631873131,-0.0021305289120000003,-0.00266316114,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:14.250,0.02633621916,-0.08379705995,9.591172217999999,0.001597896684,-0.0005326322280000001,0.00266316114,1,0,0,0,0
2020-06-10 14:34:14.500,0.01675941236,-0.1292868853,9.612719536,-0.001065264456,0.001597896684,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:14.750,0.02154781483,-0.09337386489,9.619902611,0.0,0.0,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:15.000,0.0287304204,-0.09097966552000003,9.646238327,0.0005326322280000001,0.0,0.001597896684,1,0,0,0,0
2020-06-10 14:34:15.250,0.01675941236,-0.1101332754,9.672574997,-0.001065264456,-0.004793690052,0.0,1,0,0,0,0
2020-06-10 14:34:15.500,-0.004788403399,-0.1101332754,9.631873131,0.0,-0.0021305289120000003,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:15.750,0.009576806799,-0.1101332754,9.603142737999999,-0.0005326322280000001,-0.001065264456,-0.003195793368,1,0,0,0,0
2020-06-10 14:34:16.000,0.007182605098999998,-0.1508347094,9.593565941,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:16.250,-0.0359130241,-0.1292868853,9.612719536,-0.0005326322280000001,0.0005326322280000001,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:16.500,-0.0191536136,-0.1268926859,9.533711432999999,0.003728425596,0.001065264456,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:16.750,0.02633621916,-0.1292868853,9.612719536,0.001597896684,-0.0021305289120000003,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:17.000,0.0143652102,-0.117315881,9.677363396,0.001597896684,-0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:17.250,-0.004788403399,-0.117315881,9.610325813,0.0,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:17.500,0.0143652102,-0.1221042871,9.579200745,0.001065264456,-0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:17.750,0.02394201607,-0.1221042871,9.615114212,0.0021305289120000003,0.0021305289120000003,0.001597896684,1,0,0,0,0
2020-06-10 14:34:18.000,0.02154781483,-0.1005564705,9.536105156,-0.001065264456,-0.00266316114,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:18.250,0.040701430289999986,-0.107739076,9.600749016,-0.00266316114,0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:18.500,0.007182605098999998,-0.09816227108,9.562441826,0.001065264456,-0.0005326322280000001,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:18.750,0.03112462163,-0.1005564705,9.514557838,-0.0005326322280000001,-0.001065264456,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:19.000,0.040701430289999986,-0.1292868853,9.658209801,-0.0005326322280000001,-0.00532632228,0.0,1,0,0,0,0
2020-06-10 14:34:19.250,0.009576806799,-0.1053448766,9.591172217999999,0.0005326322280000001,-0.0005326322280000001,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:19.500,0.009576806799,-0.1244984865,9.622296333,-0.001597896684,0.0,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:19.750,0.040701430289999986,-0.1125274822,9.603142737999999,-0.001597896684,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:20.000,0.03112462163,-0.1149216816,9.605537415,-0.001597896684,-0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:20.250,0.0359130241,-0.06703764945,9.588777542,-0.0021305289120000003,0.001597896684,0.001065264456,1,0,0,0,0
2020-06-10 14:34:20.500,0.02154781483,-0.1125274822,9.59835434,0.00266316114,0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:20.750,0.03351882473,-0.1053448766,9.59835434,0.0005326322280000001,-0.0005326322280000001,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:21.000,0.0287304204,-0.09816227108,9.612719536,-0.0005326322280000001,-0.001065264456,0.0,1,0,0,0,0
2020-06-10 14:34:21.250,0.0359130241,-0.107739076,9.605537415,-0.0021305289120000003,0.001065264456,0.001065264456,1,0,0,0,0
2020-06-10 14:34:21.500,0.04309562966,-0.1029506698,9.600749016,0.001065264456,0.0005326322280000001,0.00266316114,1,0,0,0,0
2020-06-10 14:34:21.750,0.0287304204,-0.1149216816,9.603142737999999,-0.00266316114,0.001065264456,0.0,1,0,0,0,0
2020-06-10 14:34:22.000,0.0287304204,-0.1005564705,9.605537415,-0.0021305289120000003,0.001065264456,0.001597896684,1,0,0,0,0
2020-06-10 14:34:22.250,0.01675941236,-0.1149216816,9.603142737999999,-0.0005326322280000001,0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:22.500,0.02633621916,-0.1101332754,9.605537415,-0.0021305289120000003,0.0005326322280000001,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:22.750,0.02633621916,-0.1053448766,9.605537415,-0.0005326322280000001,0.0005326322280000001,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:23.000,0.03351882473,-0.1125274822,9.617507935,-0.0021305289120000003,0.0,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:23.250,0.02394201607,-0.1029506698,9.607931137000001,0.001597896684,-0.0021305289120000003,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:23.500,0.02394201607,-0.09097966552000003,9.605537415,0.0,-0.001065264456,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:23.750,0.0287304204,-0.1101332754,9.600749016,0.0005326322280000001,0.0,0.001597896684,1,0,0,0,0
2020-06-10 14:34:24.000,0.0191536136,-0.107739076,9.603142737999999,-0.001065264456,0.0021305289120000003,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:24.250,0.02154781483,-0.1029506698,9.607931137000001,-0.0005326322280000001,-0.001597896684,-0.003195793368,1,0,0,0,0
2020-06-10 14:34:24.500,0.01675941236,-0.09576806426,9.62469101,-0.001065264456,0.00266316114,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:24.750,0.02633621916,-0.1149216816,9.615114212,0.0,0.0005326322280000001,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:25.000,0.03112462163,-0.1101332754,9.603142737999999,0.0,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:25.250,0.03112462163,-0.1005564705,9.605537415,0.0005326322280000001,0.0005326322280000001,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:25.500,0.009576806799,-0.107739076,9.607931137000001,-0.00266316114,-0.0005326322280000001,-0.00266316114,1,0,0,0,0
2020-06-10 14:34:25.750,0.02394201607,-0.1029506698,9.603142737999999,0.001065264456,-0.001597896684,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:26.000,0.0359130241,-0.107739076,9.612719536,-0.001065264456,0.001597896684,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:26.250,0.03112462163,-0.107739076,9.607931137000001,-0.0021305289120000003,0.0021305289120000003,0.0,1,0,0,0,0
2020-06-10 14:34:26.500,0.0359130241,-0.107739076,9.612719536,-0.0005326322280000001,0.0005326322280000001,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:26.750,0.0287304204,-0.1053448766,9.615114212,0.0021305289120000003,0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:27.000,0.01675941236,-0.107739076,9.607931137000001,0.0021305289120000003,-0.0021305289120000003,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:27.250,0.03830722719,-0.107739076,9.610325813,0.001065264456,0.001065264456,0.003195793368,1,0,0,0,0
2020-06-10 14:34:27.500,0.0191536136,-0.1101332754,9.612719536,-0.003195793368,-0.001065264456,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:27.750,0.02394201607,-0.107739076,9.612719536,-0.001065264456,-0.0005326322280000001,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:28.000,0.02633621916,-0.107739076,9.617507935,0.0005326322280000001,0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:28.250,0.01675941236,-0.1101332754,9.612719536,-0.0005326322280000001,-0.0021305289120000003,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:28.500,0.01675941236,-0.1101332754,9.612719536,0.0,0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:28.750,0.02154781483,-0.08858546615,9.615114212,-0.001597896684,-0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:29.000,0.040701430289999986,-0.1101332754,9.603142737999999,0.0,0.0005326322280000001,0.003728425596,1,0,0,0,0
2020-06-10 14:34:29.250,0.02394201607,-0.107739076,9.610325813,0.001065264456,-0.001065264456,0.003195793368,1,0,0,0,0
2020-06-10 14:34:29.500,0.0287304204,-0.1149216816,9.615114212,-0.001065264456,0.0,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:29.750,0.0287304204,-0.1005564705,9.612719536,0.0,0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:30.000,0.02394201607,-0.09816227108,9.631873131,0.0005326322280000001,0.001065264456,0.001065264456,1,0,0,0,0
2020-06-10 14:34:30.250,0.04309562966,-0.1005564705,9.646238327,-0.001065264456,-0.001065264456,0.0,1,0,0,0,0
2020-06-10 14:34:30.500,0.0359130241,-0.1101332754,9.603142737999999,-0.001597896684,0.001597896684,0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:30.750,0.01197100803,-0.13168109949999998,9.605537415,0.0,-0.0005326322280000001,0.001065264456,1,0,0,0,0
2020-06-10 14:34:31.000,0.02154781483,-0.1244984865,9.600749016,0.0005326322280000001,-0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:31.250,0.01675941236,-0.1149216816,9.612719536,0.0,0.0,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:31.500,0.02633621916,-0.1125274822,9.62469101,0.0,0.001065264456,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:31.750,0.02154781483,-0.09337386489,9.615114212,0.001065264456,-0.00266316114,0.0,1,0,0,0,0
2020-06-10 14:34:32.000,0.02394201607,-0.107739076,9.59835434,-0.00266316114,-0.001597896684,0.001597896684,1,0,0,0,0
2020-06-10 14:34:32.250,0.0143652102,-0.1029506698,9.617507935,-0.001065264456,-0.001065264456,0.0,1,0,0,0,0
2020-06-10 14:34:32.500,0.02154781483,-0.1149216816,9.619902611,-0.0005326322280000001,0.0005326322280000001,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:32.750,0.02394201607,-0.1149216816,9.610325813,0.0,-0.001597896684,0.0,1,0,0,0,0
2020-06-10 14:34:33.000,0.01197100803,-0.107739076,9.612719536,0.001065264456,-0.0021305289120000003,0.0,1,0,0,0,0
2020-06-10 14:34:33.250,0.0359130241,-0.1053448766,9.605537415,0.0005326322280000001,0.003195793368,0.0,1,0,0,0,0
2020-06-10 14:34:33.500,0.03112462163,-0.1125274822,9.615114212,-0.001065264456,0.001065264456,-0.00266316114,1,0,0,0,0
2020-06-10 14:34:33.750,0.02154781483,-0.1029506698,9.607931137000001,0.0,-0.001065264456,0.0,1,0,0,0,0
2020-06-10 14:34:34.000,0.0191536136,-0.1053448766,9.605537415,0.001065264456,-0.0021305289120000003,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:34.250,0.02394201607,-0.1149216816,9.612719536,0.0005326322280000001,0.0021305289120000003,0.001065264456,1,0,0,0,0
2020-06-10 14:34:34.500,0.02633621916,-0.117315881,9.615114212,0.0,0.001597896684,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:34.750,0.0191536136,-0.1005564705,9.610325813,-0.001065264456,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:35.000,0.0143652102,-0.107739076,9.615114212,0.0,0.001597896684,0.0,1,0,0,0,0
2020-06-10 14:34:35.250,0.0287304204,-0.117315881,9.615114212,0.0,-0.001065264456,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:35.500,0.02633621916,-0.1101332754,9.612719536,-0.00266316114,0.001597896684,0.0,1,0,0,0,0
2020-06-10 14:34:35.750,0.0143652102,-0.1101332754,9.603142737999999,-0.001597896684,0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:36.000,0.03112462163,-0.1053448766,9.595960617000001,0.0005326322280000001,-0.001597896684,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:36.250,0.02154781483,-0.1149216816,9.612719536,0.00266316114,-0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:36.500,0.0287304204,-0.1125274822,9.615114212,0.0005326322280000001,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:36.750,0.03112462163,-0.1149216816,9.612719536,0.001065264456,0.0,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:37.000,0.01675941236,-0.1149216816,9.612719536,-0.0005326322280000001,0.001065264456,-0.001597896684,1,0,0,0,0
2020-06-10 14:34:37.250,0.03112462163,-0.117315881,9.605537415,0.0,0.001065264456,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:37.500,0.0359130241,-0.1029506698,9.607931137000001,0.0,0.0,0.0,1,0,0,0,0
2020-06-10 14:34:37.750,0.03112462163,-0.1029506698,9.612719536,0.001597896684,0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:38.000,0.0191536136,-0.1029506698,9.605537415,-0.0005326322280000001,-0.0005326322280000001,0.001597896684,1,0,0,0,0
2020-06-10 14:34:38.250,0.0359130241,-0.1005564705,9.610325813,-0.001065264456,0.003195793368,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:38.500,0.02394201607,-0.1125274822,9.610325813,0.0005326322280000001,0.001065264456,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:38.750,0.01197100803,-0.1101332754,9.615114212,0.0,0.001597896684,0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:39.000,0.01675941236,-0.1029506698,9.612719536,0.0,0.0005326322280000001,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:39.250,0.02154781483,-0.1149216816,9.610325813,-0.001065264456,0.0005326322280000001,0.001597896684,1,0,0,0,0
2020-06-10 14:34:39.500,0.0287304204,-0.117315881,9.619902611,-0.001065264456,-0.0005326322280000001,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:39.750,0.01197100803,-0.1268926859,9.605537415,0.0005326322280000001,-0.0005326322280000001,0.0,1,0,0,0,0
2020-06-10 14:34:40.000,0.009576806799,-0.09816227108,9.600749016,0.0021305289120000003,0.001597896684,0.001065264456,1,0,0,0,0
2020-06-10 14:34:40.250,0.02394201607,-0.1221042871,9.607931137000001,-0.001597896684,-0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:40.500,0.009576806799,-0.107739076,9.615114212,-0.001597896684,-0.001597896684,-0.001065264456,1,0,0,0,0
2020-06-10 14:34:40.750,0.02633621916,-0.1053448766,9.612719536,-0.003195793368,-0.0021305289120000003,-0.0021305289120000003,1,0,0,0,0
2020-06-10 14:34:41.000,0.0287304204,-0.1053448766,9.607931137000001,0.001065264456,0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:41.250,0.0287304204,-0.1005564705,9.605537415,0.0021305289120000003,0.0005326322280000001,0.001065264456,1,0,0,0,0
2020-06-10 14:34:41.500,0.01675941236,-0.1101332754,9.603142737999999,0.0005326322280000001,0.001597896684,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:41.750,0.02394201607,-0.1125274822,9.610325813,0.0021305289120000003,-0.0005326322280000001,-0.0005326322280000001,1,0,0,0,0
2020-06-10 14:34:42.000,0.02154781483,-0.1149216816,9.607931137000001,-0.00266316114,0.0,0.0,1,0,0,0,0
