"Time (s)","Illuminance (lx)"
2.852144080E2,1.976000000E3
2.855917273E2,3.280000000E2
2.859138976E2,9.040000000E2
2.861653319E2,6.200000000E2
2.865420714E2,3.210000000E2
2.868357421E2,2.260000000E3
2.871300231E2,3.050000000E3
2.876172973E2,1.129000000E3
2.881518432E2,7.750000000E2
2.884461547E2,1.392000000E3
2.887408019E2,1.565000000E3
2.890198851E2,1.540000000E3
2.893564940E2,1.780000000E3
2.897336608E2,1.143000000E3
2.899861632E2,3.895000000E3
2.905126830E2,3.133000000E3
2.911780578E2,1.513000000E3
2.918306151E2,2.865000000E3
2.924636412E2,2.800000000E3
2.930652037E2,2.621000000E3
2.937455321E2,1.868000000E3
2.939982482E2,2.005500000E4
2.942584411E2,2.421500000E4
2.945106688E2,6.768000000E3
2.947629882E2,2.055800000E4
2.950154626E2,2.549700000E4
2.952679345E2,1.001700000E4
2.955330102E2,2.473800000E4
2.957832238E2,2.775600000E4
2.960397851E2,1.092300000E4
2.962929284E2,1.307600000E4
2.965456139E2,2.327100000E4
2.967988488E2,1.167500000E4
2.970491234E2,6.401000000E3
2.973012597E2,1.746400000E4
2.975534264E2,1.644800000E4
2.978054406E2,5.893000000E3
2.980578210E2,1.544800000E4
2.983097436E2,3.231400000E4
2.985618493E2,7.124000000E3
2.988141686E2,2.221800000E4
2.990661217E2,2.149800000E4
2.993182885E2,2.197200000E4
2.995705468E2,4.384800000E4
