"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.121104699E2,-6.157886982E0,6.021417141E0,-3.088520169E-1
2.123616295E2,1.434845066E1,8.042123795E0,2.568978310E0
2.126126061E2,9.457097054E0,-7.752425194E0,6.153098345E-1
2.128635827E2,3.833117008E0,8.700529099E0,2.513911724E0
2.131152611E2,1.921586227E1,1.436042213E1,1.136288166E1
2.133664513E2,2.616862535E0,-7.795520782E0,-2.554613113E0
2.136181298E2,1.349132633E1,1.740584564E1,-2.652775526E0
2.138695031E2,1.188481712E1,1.920628548E1,5.339069843E0
2.141209679E2,2.329558372E0,-4.309563160E0,-1.295263171E0
2.143727379E2,2.992512703E1,2.364513588E1,6.131550789E0
2.146239892E2,2.861071110E0,1.091277122E1,6.325480938E0
2.148742638E2,3.682282209E0,-2.308010340E0,6.943184882E-2
2.151254540E2,1.545457172E1,2.355894566E0,-2.698265314E0
2.153757287E2,-4.592078686E0,7.362170219E0,1.932120800E0
2.156258812E2,1.773863983E1,8.690952301E0,2.425326347E0
2.158770409E2,1.315613842E1,-4.675876141E0,5.985504389E-2
2.161281701E2,2.882618904E0,9.301473618E0,3.730166197E0
2.163793603E2,2.136824989E1,1.787032127E1,8.082824707E0
2.166305810E2,5.420472622E0,-7.026981831E0,-2.056619167E0
2.168816796E2,1.509304714E1,1.472912884E1,-4.831499100E0
2.171327782E2,1.491587639E1,1.695573616E1,2.547430515E0
2.173840600E2,1.915361285E-1,-6.787561893E0,9.313444495E-1
2.176353722E2,3.068648338E1,1.823423958E1,6.840234280E0
2.178866234E2,-6.279991150E0,5.585672379E0,2.904166698E0
2.181377526E2,5.149928093E0,-2.106897593E0,2.985569477E0
2.183886071E2,8.520963669E0,-4.015076160E0,-7.101202011E0
2.186396752E2,-5.032611847E0,8.101978302E0,6.361393929E0
2.188908654E2,1.741781807E1,8.659827232E0,3.545812607E0
2.191421166E2,7.924807549E0,-8.954314232E0,-1.012747288E0
2.193935814E2,3.904942989E0,1.145864964E1,5.808333397E0
2.196448937E2,2.598427010E1,1.993172836E1,6.600813866E0
2.198961754E2,1.204283476E0,-8.465897560E0,-2.647987127E0
2.201474877E2,1.411381912E1,1.839225769E1,5.566518784E0
2.203986474E2,8.370129585E0,1.684320831E1,6.495469093E0
2.206498681E2,1.173158884E0,-3.739742994E0,-4.022258759E0
2.209009972E2,2.726277542E1,1.609382439E1,7.572859764E0
2.211522179E2,-9.097966552E-1,1.252885723E1,4.905719280E0
2.214034997E2,3.428496838E0,-8.259995580E-1,-1.855506301E0
2.216548424E2,1.286404610E1,2.130839527E-1,-2.899378300E0
2.219057885E2,-4.199429989E0,8.003816605E0,2.485181332E0
2.221571618E2,1.344583702E1,9.502586365E0,2.885013103E0
2.224086179E2,1.037407589E1,-5.456385612E0,-1.532289088E-1
2.226598386E2,3.550601006E0,1.016578007E1,1.206677675E0
2.229112729E2,2.369541359E1,2.575203323E1,1.179623222E1
2.231624936E2,3.502717018E0,-7.343016624E0,-1.249773264E0
2.234135312E2,1.912727737E1,1.785835075E1,-5.164293289E0
2.236644162E2,1.080263805E1,1.187284660E1,7.565677166E0
2.239157895E2,1.965639591E0,-6.052541733E0,2.638410330E0
2.241670713E2,3.798161697E1,1.989102745E1,8.674192429E0
2.244179563E2,-3.632004023E0,9.923966408E0,4.039018154E0
2.246693601E2,4.225766182E0,-2.233790159E0,4.927267075E0
2.249205197E2,1.161906052E1,1.929726601E0,-6.414066315E0
2.251718930E2,-5.152322292E0,3.833117008E0,1.122880578E0
2.254229612E2,1.649844360E1,9.490615845E0,8.121131897E0
2.256740598E2,8.937555313E0,-8.518569946E0,-5.506663918E-1
2.259253110E2,6.799532771E-1,8.054094315E0,3.696647406E0
2.261764096E2,1.933078384E1,1.645055962E1,5.612008572E0
2.264274472E2,2.032677174E0,-9.703699112E0,-1.491587639E0
2.266790952E2,1.159990692E1,1.609142876E1,-2.458845139E0
2.269301633E2,1.351766300E1,1.891419411E1,8.104372978E0
