"Time (s)","Illuminance (lx)"
1.388691286E2,6.100000000E1
1.391667360E2,6.300000000E1
1.395644106E2,6.200000000E1
1.398631472E2,6.100000000E1
1.404598879E2,6.100000000E1
1.408575014E2,6.400000000E1
1.411550783E2,6.300000000E1
1.414538149E2,6.100000000E1
1.420503115E2,6.200000000E1
1.427455324E2,6.200000000E1
1.430445437E2,6.000000000E1
1.438398317E2,6.100000000E1
1.443362002E2,6.100000000E1
1.446348757E2,5.900000000E1
1.453303713E2,6.000000000E1
1.457278322E2,5.900000000E1
1.463245730E2,6.000000000E1
1.468223452E2,6.200000000E1
1.472199587E2,6.400000000E1
1.479153322E2,6.300000000E1
1.487107729E2,6.300000000E1
1.495059084E2,6.400000000E1
1.498046450E2,6.100000000E1
1.503008913E2,6.100000000E1
1.509974245E2,6.200000000E1
1.512951235E2,6.100000000E1
1.521905398E2,6.100000000E1
1.525880007E2,6.200000000E1
1.528854860E2,6.100000000E1
1.532832522E2,5.900000000E1
1.538795962E2,6.000000000E1
1.544757876E2,6.100000000E1
1.553712038E2,6.100000000E1
1.557688479E2,6.400000000E1
1.560663942E2,6.300000000E1
1.563651613E2,6.100000000E1
1.569612917E2,6.100000000E1
1.572588076E2,6.400000000E1
1.577564882E2,6.300000000E1
1.580541567E2,6.100000000E1
1.583529238E2,6.000000000E1
1.589492067E2,6.100000000E1
1.596442446E2,6.200000000E1
1.600418276E2,6.000000000E1
1.604395327E2,6.100000000E1
1.608371462E2,6.300000000E1
1.613346913E2,6.200000000E1
1.620299428E2,6.100000000E1
1.623286794E2,6.400000000E1
1.630241750E2,6.300000000E1
1.642172292E2,6.200000000E1
1.649135182E2,6.200000000E1
1.658074086E2,6.200000000E1
1.665040639E2,6.200000000E1
1.673979543E2,6.300000000E1
1.677955678E2,6.500000000E1
1.684921620E2,6.400000000E1
1.691871999E2,6.300000000E1
1.695848134E2,6.600000000E1
1.698836415E2,6.500000000E1
1.701812184E2,6.200000000E1
