"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.866997849E1,-2.130528912E-3,9.054748341E-3,1.757686399E-2
8.892077195E1,3.728425596E-3,2.663161140E-3,5.326322280E-3
8.917135178E1,4.793690052E-3,2.663161140E-3,0.000000000E0
8.942199265E1,-6.391586736E-3,1.065264456E-3,3.195793368E-3
8.967248093E1,-2.663161140E-3,1.810949668E-2,-1.065264456E-3
8.992303025E1,5.326322280E-4,2.663161140E-3,-2.663161140E-3
9.017333543E1,1.651159860E-2,-9.587380104E-3,-8.522115648E-3
9.042400681E1,1.225054078E-2,1.278317347E-2,2.663161140E-3
9.067434251E1,-4.261057824E-3,9.054748341E-3,-5.326322280E-3
9.092489182E1,1.331580617E-2,7.989482954E-3,-2.130528912E-3
9.117522752E1,7.989482954E-3,-3.195793368E-3,-8.522115648E-3
9.142571580E1,-1.171790902E-2,-2.663161140E-3,2.130528912E-3
9.167629563E1,-6.391586736E-3,1.597896684E-3,1.331580617E-2
9.192675339E1,-2.130528912E-3,1.012001187E-2,1.704423130E-2
9.217736375E1,-3.728425596E-3,1.118527725E-2,-1.065264456E-2
9.242788254E1,-8.522115648E-3,-2.077265643E-2,-5.858954508E-3
9.267858445E1,-2.503371425E-2,-7.456851192E-3,-5.326322280E-4
9.292913376E1,1.225054078E-2,2.769687586E-2,1.544633508E-2
9.317971360E1,1.118527725E-2,7.456851192E-3,4.793690052E-3
9.343035447E1,-4.261057824E-3,-1.597896684E-3,6.391586736E-3
9.368072068E1,8.522115648E-3,-9.587380104E-3,-7.989482954E-3
9.393123948E1,9.587380104E-3,2.822950855E-2,3.195793368E-3
9.418184983E1,-7.456851192E-3,1.171790902E-2,4.261057824E-3
