"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.539221191E1,2.045999908E1,2.400000000E1,-4.379999924E1
3.564678955E1,2.057999992E1,2.423999977E1,-4.373999786E1
3.590121460E1,2.045999908E1,2.369999886E1,-4.434000015E1
3.615542678E1,2.039999962E1,2.334000015E1,-4.397999954E1
3.640976028E1,2.045999908E1,2.393999863E1,-4.457999802E1
3.666430740E1,1.985999870E1,2.400000000E1,-4.397999954E1
3.691867141E1,1.997999954E1,2.345999908E1,-4.421999741E1
3.717318801E1,2.021999931E1,2.363999939E1,-4.350000000E1
3.742746048E1,1.950000000E1,2.387999916E1,-4.445999908E1
3.768191604E1,2.010000038E1,2.423999977E1,-4.361999893E1
3.793646316E1,2.039999962E1,2.405999947E1,-4.493999863E1
3.819091873E1,2.003999901E1,2.460000038E1,-4.361999893E1
3.844543533E1,2.063999939E1,2.393999863E1,-4.487999725E1
3.869995193E1,2.076000023E1,2.405999947E1,-4.421999741E1
3.895449905E1,2.123999977E1,2.381999969E1,-4.457999802E1
3.920895462E1,2.027999878E1,2.418000031E1,-4.457999802E1
3.946359329E1,2.039999962E1,2.442000008E1,-4.409999847E1
3.971801834E1,2.111999893E1,2.429999924E1,-4.409999847E1
3.997244339E1,1.973999977E1,2.345999908E1,-4.415999985E1
4.022699050E1,2.034000015E1,2.411999893E1,-4.511999893E1
4.048132400E1,1.961999893E1,2.465999985E1,-4.427999878E1
4.073596267E1,2.003999901E1,2.453999901E1,-4.397999954E1
4.099050979E1,2.063999939E1,2.369999886E1,-4.523999786E1
4.124511795E1,2.087999916E1,2.453999901E1,-4.427999878E1
4.149966506E1,1.973999977E1,2.363999939E1,-4.452000046E1
4.175399856E1,1.907999992E1,2.447999954E1,-4.511999893E1
4.200842361E1,1.979999924E1,2.357999992E1,-4.452000046E1
4.226278762E1,1.973999977E1,2.453999901E1,-4.379999924E1
4.251736526E1,1.979999924E1,2.400000000E1,-4.320000076E1
4.277172927E1,1.973999977E1,2.334000015E1,-4.452000046E1
4.302642898E1,2.015999985E1,2.327999878E1,-4.337999725E1
4.328094558E1,1.985999870E1,2.435999870E1,-4.361999893E1
4.353534011E1,2.076000023E1,2.393999863E1,-4.391999817E1
4.378967361E1,1.979999924E1,2.363999939E1,-4.452000046E1
4.404406814E1,1.961999893E1,2.369999886E1,-4.373999786E1
4.429849319E1,2.027999878E1,2.435999870E1,-4.397999954E1
4.455279617E1,2.034000015E1,2.489999962E1,-4.518000031E1
4.480706863E1,2.081999969E1,2.442000008E1,-4.409999847E1
4.506158523E1,2.010000038E1,2.429999924E1,-4.409999847E1
4.531613235E1,2.057999992E1,2.453999901E1,-4.475999832E1
4.557037429E1,2.118000031E1,2.460000038E1,-4.421999741E1
4.582489090E1,1.950000000E1,2.327999878E1,-4.343999863E1
4.607946853E1,1.979999924E1,2.411999893E1,-4.421999741E1
4.633392410E1,2.021999931E1,2.447999954E1,-4.439999771E1
4.658844070E1,2.003999901E1,2.495999908E1,-4.481999969E1
4.684286575E1,2.039999962E1,2.400000000E1,-4.391999817E1
4.709744339E1,2.015999985E1,2.477999878E1,-4.415999985E1
4.735186843E1,2.081999969E1,2.345999908E1,-4.331999969E1
4.760641555E1,2.021999931E1,2.334000015E1,-4.404000092E1
4.786087112E1,1.968000031E1,2.339999962E1,-4.404000092E1
4.811526565E1,2.100000000E1,2.369999886E1,-4.343999863E1
4.836981277E1,2.034000015E1,2.471999931E1,-4.313999939E1
4.862411575E1,2.010000038E1,2.423999977E1,-4.427999878E1
4.887844925E1,1.931999969E1,2.400000000E1,-4.493999863E1
4.913287429E1,2.015999985E1,2.363999939E1,-4.343999863E1
4.938757400E1,1.985999870E1,2.453999901E1,-4.386000061E1
4.964239578E1,1.997999954E1,2.471999931E1,-4.391999817E1
4.989691238E1,2.081999969E1,2.381999969E1,-4.452000046E1
5.015130691E1,2.015999985E1,2.453999901E1,-4.470000076E1
5.040582351E1,2.039999962E1,2.405999947E1,-4.439999771E1
5.066024856E1,2.045999908E1,2.537999916E1,-4.457999802E1
5.091479568E1,2.081999969E1,2.429999924E1,-4.439999771E1
5.116919021E1,2.015999985E1,2.387999916E1,-4.463999939E1
5.142370681E1,2.010000038E1,2.442000008E1,-4.391999817E1
5.167813186E1,1.968000031E1,2.387999916E1,-4.404000092E1
5.193277053E1,2.093999863E1,2.418000031E1,-4.434000015E1
5.218719558E1,2.015999985E1,2.387999916E1,-4.434000015E1
5.244155960E1,2.057999992E1,2.393999863E1,-4.379999924E1
5.269604568E1,1.992000008E1,2.363999939E1,-4.397999954E1
5.295062332E1,1.973999977E1,2.387999916E1,-4.397999954E1
5.320513992E1,2.021999931E1,2.339999962E1,-4.427999878E1
5.345965652E1,1.931999969E1,2.400000000E1,-4.391999817E1
5.371420364E1,1.950000000E1,2.381999969E1,-4.343999863E1
5.396887283E1,2.034000015E1,2.387999916E1,-4.325999832E1
5.422357254E1,1.979999924E1,2.279999924E1,-4.325999832E1
5.447802810E1,2.027999878E1,2.339999962E1,-4.355999756E1
5.473242263E1,2.034000015E1,2.400000000E1,-4.439999771E1
5.498672561E1,2.003999901E1,2.351999855E1,-4.355999756E1
5.524118118E1,1.943999863E1,2.369999886E1,-4.343999863E1
5.549572830E1,2.010000038E1,2.429999924E1,-4.337999725E1
5.575024490E1,2.045999908E1,2.345999908E1,-4.247999954E1
5.600473098E1,1.979999924E1,2.357999992E1,-4.337999725E1
5.625915603E1,2.045999908E1,2.418000031E1,-4.313999939E1
5.651367263E1,2.087999916E1,2.369999886E1,-4.404000092E1
5.676818924E1,1.889999962E1,2.376000023E1,-4.427999878E1
5.702267532E1,2.045999908E1,2.423999977E1,-4.355999756E1
5.727706985E1,2.057999992E1,2.387999916E1,-4.373999786E1
5.753158645E1,1.968000031E1,2.357999992E1,-4.379999924E1
5.778610305E1,2.027999878E1,2.387999916E1,-4.386000061E1
5.804049759E1,1.985999870E1,2.376000023E1,-4.302000046E1
5.829486160E1,2.027999878E1,2.351999855E1,-4.373999786E1
5.854943924E1,2.063999939E1,2.339999962E1,-4.320000076E1
5.880389480E1,1.997999954E1,2.303999901E1,-4.302000046E1
5.905835037E1,1.968000031E1,2.310000038E1,-4.373999786E1
5.931277542E1,2.010000038E1,2.303999901E1,-4.379999924E1
5.956720047E1,2.045999908E1,2.297999954E1,-4.325999832E1
5.982174759E1,1.979999924E1,2.207999992E1,-4.241999817E1
