"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.540646189E1,2.129999924E1,3.185999870E1,-5.952000046E1
2.565756052E1,2.171999931E1,3.131999969E1,-5.993999863E1
2.590859812E1,2.184000015E1,3.204000092E1,-6.005999756E1
2.615963572E1,2.195999908E1,3.155999947E1,-5.927999878E1
2.641076487E1,2.147999954E1,3.161999893E1,-6.018000031E1
2.666207713E1,2.153999901E1,3.221999741E1,-5.969999695E1
2.691299265E1,2.184000015E1,3.245999908E1,-6.005999756E1
2.716393870E1,2.129999924E1,3.113999939E1,-5.975999832E1
2.741518992E1,2.160000038E1,3.161999893E1,-6.035999680E1
2.766647166E1,2.100000000E1,3.209999847E1,-5.963999939E1
2.791760081E1,2.165999985E1,3.192000008E1,-6.011999893E1
2.816869944E1,2.129999924E1,3.197999954E1,-6.053999710E1
2.841992014E1,2.202000046E1,3.252000046E1,-6.023999786E1
2.867095774E1,2.202000046E1,3.227999878E1,-5.975999832E1
2.892223948E1,2.195999908E1,3.179999924E1,-5.957999802E1
2.917324656E1,2.189999962E1,3.227999878E1,-5.987999725E1
2.942422312E1,2.219999886E1,3.215999985E1,-5.969999695E1
2.967532176E1,2.153999901E1,3.179999924E1,-6.005999756E1
2.992645091E1,2.076000023E1,3.167999840E1,-6.011999893E1
