"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.612760380E2,-2.663161140E-3,1.597896684E-3,-1.597896684E-3
1.615272892E2,0.000000000E0,0.000000000E0,-1.065264456E-3
1.617782963E2,-2.130528912E-3,-1.597896684E-3,-1.597896684E-3
1.620294865E2,-5.326322280E-4,-5.326322280E-4,1.065264456E-3
1.622807377E2,-5.326322280E-4,5.326322280E-4,0.000000000E0
1.625318974E2,1.065264456E-3,0.000000000E0,1.065264456E-3
1.627829655E2,5.326322280E-4,1.065264456E-3,1.065264456E-3
1.630341252E2,2.130528912E-3,0.000000000E0,-5.326322280E-4
1.632851628E2,-1.065264456E-3,-1.597896684E-3,2.663161140E-3
1.635363529E2,0.000000000E0,-5.326322280E-4,-1.065264456E-3
1.637876042E2,-2.130528912E-3,0.000000000E0,0.000000000E0
1.640388859E2,0.000000000E0,-5.326322280E-4,5.326322280E-4
1.642900151E2,-5.326322280E-4,-5.326322280E-4,0.000000000E0
1.645411747E2,-1.065264456E-3,-1.065264456E-3,-1.597896684E-3
1.647924565E2,0.000000000E0,1.065264456E-3,1.065264456E-3
1.650437992E2,5.326322280E-4,-2.130528912E-3,0.000000000E0
1.652949284E2,2.130528912E-3,1.597896684E-3,2.130528912E-3
1.655459049E2,0.000000000E0,-1.065264456E-3,-1.597896684E-3
1.657968529E2,-1.065264456E-3,1.597896684E-3,0.000000000E0
1.660479821E2,5.326322280E-4,5.326322280E-4,0.000000000E0
1.662990502E2,-1.597896684E-3,-1.065264456E-3,5.326322280E-4
1.665501793E2,5.326322280E-4,0.000000000E0,1.597896684E-3
1.668012474E2,-5.326322280E-4,-5.326322280E-4,1.065264456E-3
1.670524376E2,1.065264456E-3,2.663161140E-3,5.326322280E-4
1.673037804E2,-5.326322280E-4,-5.326322280E-4,-2.130528912E-3
1.675548485E2,-5.326322280E-4,1.597896684E-3,-1.597896684E-3
1.678059472E2,0.000000000E0,1.597896684E-3,5.326322280E-4
1.680571679E2,5.326322280E-4,1.065264456E-3,-5.326322280E-4
1.683084191E2,-3.728425596E-3,0.000000000E0,-1.065264456E-3
1.685595482E2,-2.130528912E-3,0.000000000E0,-1.065264456E-3
1.688108605E2,-2.130528912E-3,-1.065264456E-3,-1.065264456E-3
1.690619896E2,1.597896684E-3,1.065264456E-3,-1.065264456E-3
1.693132103E2,-5.326322280E-4,1.065264456E-3,0.000000000E0
1.695643090E2,-1.065264456E-3,-5.326322280E-4,1.597896684E-3
1.698154686E2,1.597896684E-3,1.065264456E-3,5.326322280E-4
