"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.169427266E1,2.394201607E-2,-1.173158810E-1,9.619902611E0
9.194531026E1,2.873042040E-2,-1.077390760E-1,9.610325813E0
9.219643941E1,4.070143029E-2,-1.029506698E-1,9.603142738E0
9.244769063E1,3.112462163E-2,-1.197100878E-1,9.610325813E0
9.269878926E1,2.633621916E-2,-1.101332754E-1,9.612719536E0
9.294988790E1,2.394201607E-2,-1.125274822E-1,9.600749016E0
9.320089498E1,2.394201607E-2,-1.125274822E-1,9.615114212E0
9.345208516E1,2.154781483E-2,-1.149216816E-1,9.607931137E0
9.370336690E1,3.591302410E-2,-1.077390760E-1,9.607931137E0
9.395458760E1,3.112462163E-2,-1.125274822E-1,9.605537415E0
9.420577779E1,1.436521020E-2,-1.149216816E-1,9.629479408E0
9.445693746E1,3.591302410E-2,-1.173158810E-1,9.600749016E0
9.470809713E1,1.436521020E-2,-1.077390760E-1,9.595960617E0
9.495931783E1,3.112462163E-2,-1.101332754E-1,9.617507935E0
9.521053853E1,3.112462163E-2,-1.005564705E-1,9.615114212E0
9.546166768E1,2.873042040E-2,-1.077390760E-1,9.615114212E0
9.571276632E1,3.591302410E-2,-1.077390760E-1,9.607931137E0
9.596413961E1,2.873042040E-2,-1.101332754E-1,9.605537415E0
9.621517720E1,2.873042040E-2,-1.029506698E-1,9.605537415E0
9.646633687E1,2.633621916E-2,-1.053448766E-1,9.617507935E0
9.671755758E1,2.873042040E-2,-1.244984865E-1,9.617507935E0
9.696880880E1,3.591302410E-2,-1.125274822E-1,9.610325813E0
9.721993795E1,2.633621916E-2,-1.197100878E-1,9.607931137E0
9.747131124E1,1.915361360E-2,-1.149216816E-1,9.612719536E0
9.772256246E1,2.633621916E-2,-1.029506698E-1,9.607931137E0
9.797387471E1,1.436521020E-2,-1.221042871E-1,9.600749016E0
