Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Label
0.25,0.01197100803,-0.1149216816,9.612719536,-0.0021305289120000003,0.0,-0.004793690052,onTable
0.5,0.03351882473,-0.117315881,9.607931137000001,0.0005326322280000001,-0.0010652644560000001,-0.001597896684,onTable
0.75,0.026336219159999997,-0.1268926859,9.615114212,-0.0021305289120000003,-0.0010652644560000001,-0.0021305289120000003,onTable
1.0,0.0191536136,-0.1149216816,9.595960617000001,0.0005326322280000001,0.0010652644560000001,-0.0005326322280000001,onTable
1.25,0.03351882473,-0.1244984865,9.612719536,0.0,0.0010652644560000001,-0.0005326322280000001,onTable
1.5,0.02394201607,-0.117315881,9.603142737999999,-0.0010652644560000001,0.0005326322280000001,-0.00266316114,onTable
1.75,0.02154781483,-0.1125274822,9.615114212,0.0,0.0010652644560000001,0.001597896684,onTable
2.0,0.01675941236,-0.1292868853,9.619902611,-0.0005326322280000001,0.0005326322280000001,-0.00266316114,onTable
2.25,0.01675941236,-0.12210428710000001,9.610325813,-0.00266316114,-0.0010652644560000001,-0.0010652644560000001,onTable
2.5,0.02154781483,-0.11971008779999999,9.612719536,-0.0010652644560000001,0.0021305289120000003,-0.001597896684,onTable
2.75,0.0191536136,-0.117315881,9.619902611,0.0010652644560000001,-0.0010652644560000001,0.003195793368,onTable
3.0,0.02394201607,-0.117315881,9.622296333,-0.003728425596,-0.0005326322280000001,-0.003728425596,onTable
3.25,0.026336219159999997,-0.11971008779999999,9.622296333,0.0005326322280000001,0.0,0.00266316114,onTable
3.5,0.0191536136,-0.12210428710000001,9.612719536,-0.00266316114,0.001597896684,0.0005326322280000001,onTable
3.75,0.026336219159999997,-0.1244984865,9.610325813,0.0021305289120000003,0.00266316114,-0.0005326322280000001,onTable
4.0,0.026336219159999997,-0.117315881,9.605537415,0.0005326322280000001,-0.0010652644560000001,0.0,onTable
4.25,0.026336219159999997,-0.1149216816,9.612719536,0.001597896684,0.0021305289120000003,0.003728425596,onTable
4.5,0.02154781483,-0.11971008779999999,9.622296333,-0.0005326322280000001,-0.0021305289120000003,0.00266316114,onTable
4.75,0.01197100803,-0.107739076,9.605537415,0.0,0.0021305289120000003,-0.001597896684,onTable
5.0,0.02154781483,-0.117315881,9.622296333,0.0021305289120000003,-0.0010652644560000001,-0.0021305289120000003,onTable
5.25,0.0191536136,-0.1149216816,9.605537415,0.0005326322280000001,0.00266316114,-0.0005326322280000001,onTable
5.5,0.038307227189999994,-0.1292868853,9.605537415,0.0021305289120000003,0.0,0.001597896684,onTable
5.75,0.02394201607,-0.1101332754,9.615114212,0.0010652644560000001,-0.0010652644560000001,-0.0021305289120000003,onTable
6.0,0.03351882473,-0.1053448766,9.600749016,-0.0010652644560000001,-0.001597896684,-0.0021305289120000003,onTable
6.25,-0.007182605098999999,-0.1125274822,9.610325813,-0.0005326322280000001,-0.0021305289120000003,-0.0021305289120000003,onTable
6.5,0.02154781483,-0.12210428710000001,9.653421402000001,-0.0021305289120000003,0.0010652644560000001,0.0,onTable
6.75,0.047884032130000004,-0.10055647050000001,9.595960617000001,-0.0005326322280000001,0.0005326322280000001,-0.0005326322280000001,onTable
7.0,0.04070143028999999,-0.09816227107999999,9.600749016,0.0,0.0042610578240000006,0.001597896684,onTable
7.25,0.02394201607,-0.1268926859,9.634267807,-0.003195793368,0.0010652644560000001,-0.001597896684,onTable
7.5,0.0,-0.1149216816,9.63666153,0.001597896684,0.003195793368,0.0,onTable
7.75,-0.0143652102,-0.1125274822,9.627084732,-0.001597896684,0.0021305289120000003,0.0021305289120000003,onTable
8.0,0.007182605098999999,-0.13168109949999998,9.59835434,-0.0005326322280000001,0.0,0.0,onTable
8.25,0.026336219159999997,-0.12210428710000001,9.619902611,0.003195793368,0.0005326322280000001,0.001597896684,onTable
8.5,0.007182605098999999,-0.1053448766,9.619902611,0.003195793368,0.003195793368,0.0005326322280000001,onTable
8.75,0.004788403399,-0.10055647050000001,9.557653427,0.003728425596,0.0,0.003728425596,onTable
9.0,0.03112462163,-0.107739076,9.595960617000001,0.0021305289120000003,0.0,-0.0005326322280000001,onTable
9.25,0.03351882473,-0.09576806426000001,9.605537415,-0.003195793368,-0.0005326322280000001,0.0010652644560000001,onTable
9.5,0.007182605098999999,-0.09337386489,9.639056206000001,0.001597896684,-0.00266316114,-0.0010652644560000001,onTable
9.75,0.0023942017,-0.12210428710000001,9.660603522999999,-0.0010652644560000001,-0.0010652644560000001,-0.00532632228,onTable
10.0,0.0359130241,-0.13168109949999998,9.612719536,-0.0010652644560000001,-0.00266316114,0.001597896684,onTable
10.25,0.03351882473,-0.10055647050000001,9.59835434,-0.0021305289120000003,0.0005326322280000001,0.0,onTable
10.5,0.02154781483,-0.1029506698,9.612719536,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,onTable
10.75,0.02394201607,-0.1029506698,9.62469101,-0.0005326322280000001,-0.0010652644560000001,-0.0010652644560000001,onTable
11.0,0.026336219159999997,-0.1244984865,9.600749016,-0.0021305289120000003,0.0,-0.0005326322280000001,onTable
11.25,0.0143652102,-0.1101332754,9.631873131,0.0005326322280000001,0.0,0.0010652644560000001,onTable
11.5,0.0,-0.13168109949999998,9.54807663,-0.0005326322280000001,-0.0010652644560000001,0.0,onTable
11.75,0.01197100803,-0.10055647050000001,9.617507935,0.003195793368,0.0,0.0,onTable
12.0,0.009576806799,-0.1125274822,9.588777542,0.0005326322280000001,0.0,-0.0010652644560000001,onTable
12.25,0.0143652102,-0.1268926859,9.543288231,0.0005326322280000001,0.0010652644560000001,-0.001597896684,onTable
12.5,0.0191536136,-0.107739076,9.612719536,-0.0010652644560000001,-0.001597896684,-0.0010652644560000001,onTable
12.75,0.055066637689999996,-0.06703764945,9.861717224,0.0005326322280000001,0.006391586736,0.0,onTable
13.0,0.04548983276000001,-0.11971008779999999,9.62469101,0.0,-0.0010652644560000001,0.0010652644560000001,onTable
13.25,0.04548983276000001,-0.1125274822,9.756371498,0.0021305289120000003,0.001597896684,0.0021305289120000003,onTable
13.5,0.04548983276000001,-0.09576806426000001,9.703699112,0.001597896684,-0.003728425596,-0.001597896684,onTable
13.75,0.0359130241,-0.1292868853,9.603142737999999,0.0005326322280000001,0.0,-0.0021305289120000003,onTable
14.0,0.04309562966,-0.09816227107999999,9.703699112,0.0021305289120000003,0.001597896684,-0.00266316114,onTable
14.25,0.03351882473,-0.09097966552000002,9.607931137000001,-0.0005326322280000001,-0.0005326322280000001,-0.001597896684,onTable
14.5,0.04548983276000001,-0.1053448766,9.603142737999999,0.0,0.0,-0.003195793368,onTable
14.75,0.004788403399,-0.1101332754,9.617507935,0.0005326322280000001,0.00266316114,0.001597896684,onTable
15.0,-0.0023942017,-0.09816227107999999,9.569623947,-0.0010652644560000001,-0.003195793368,-0.00266316114,onTable
15.25,0.01197100803,-0.1292868853,9.583989143,-0.0010652644560000001,-0.0010652644560000001,0.0010652644560000001,onTable
15.5,0.04070143028999999,-0.117315881,9.619902611,0.0010652644560000001,0.0005326322280000001,-0.0005326322280000001,onTable
15.75,0.01675941236,-0.1149216816,9.634267807,-0.0005326322280000001,-0.0010652644560000001,0.001597896684,onTable
16.0,0.004788403399,-0.1149216816,9.603142737999999,-0.0010652644560000001,0.0010652644560000001,-0.00266316114,onTable
16.25,0.01675941236,-0.1053448766,9.612719536,0.0,0.0,-0.0005326322280000001,onTable
16.5,0.038307227189999994,-0.1101332754,9.605537415,0.0,0.00266316114,0.001597896684,onTable
16.75,0.03112462163,-0.1101332754,9.605537415,0.001597896684,0.001597896684,0.0010652644560000001,onTable
17.0,0.0359130241,-0.1244984865,9.612719536,0.0010652644560000001,0.0,-0.0005326322280000001,onTable
17.25,0.02394201607,-0.1244984865,9.610325813,-0.0005326322280000001,0.0,-0.001597896684,onTable
17.5,0.0191536136,-0.1149216816,9.607931137000001,-0.00266316114,0.0,0.0,onTable
17.75,0.0191536136,-0.13168109949999998,9.610325813,0.0010652644560000001,-0.001597896684,-0.0010652644560000001,onTable
18.0,0.0,-0.117315881,9.653421402000001,-0.0005326322280000001,0.001597896684,0.0,onTable
18.25,0.038307227189999994,-0.10055647050000001,9.593565941,0.0,0.0005326322280000001,0.0,onTable
18.5,0.026336219159999997,-0.1125274822,9.610325813,0.0,-0.0010652644560000001,0.0005326322280000001,onTable
18.75,0.009576806799,-0.08379705995,9.612719536,-0.003728425596,-0.001597896684,-0.001597896684,onTable
19.0,0.026336219159999997,-0.1053448766,9.595960617000001,0.0005326322280000001,-0.00266316114,-0.0021305289120000003,onTable
19.25,0.052672438319999994,-0.1244984865,9.607931137000001,-0.00266316114,0.0010652644560000001,-0.0010652644560000001,onTable
19.5,0.026336219159999997,-0.1149216816,9.619902611,-0.0010652644560000001,-0.001597896684,0.0005326322280000001,onTable
19.75,0.038307227189999994,-0.1053448766,9.612719536,-0.0005326322280000001,0.0005326322280000001,0.0,onTable
20.0,0.0359130241,-0.1268926859,9.612719536,0.0,-0.0021305289120000003,-0.0005326322280000001,onTable
20.25,0.03351882473,-0.1244984865,9.619902611,0.0010652644560000001,-0.0021305289120000003,0.0021305289120000003,onTable
20.5,0.04548983276000001,-0.1149216816,9.670180321,-0.001597896684,0.0,-0.0021305289120000003,onTable
20.75,0.026336219159999997,-0.09576806426000001,9.751583099,-0.0010652644560000001,-0.003728425596,0.0005326322280000001,onTable
21.0,0.01675941236,-0.117315881,9.631873131,-0.0021305289120000003,-0.00266316114,-0.0021305289120000003,onTable
21.25,0.026336219159999997,-0.08379705995,9.591172217999999,0.001597896684,-0.0005326322280000001,0.00266316114,onTable
21.5,0.01675941236,-0.1292868853,9.612719536,-0.0010652644560000001,0.001597896684,-0.0005326322280000001,onTable
21.75,0.02154781483,-0.09337386489,9.619902611,0.0,0.0,-0.0005326322280000001,onTable
22.0,0.0287304204,-0.09097966552000002,9.646238327,0.0005326322280000001,0.0,0.001597896684,onTable
22.25,0.01675941236,-0.1101332754,9.672574997,-0.0010652644560000001,-0.004793690052,0.0,onTable
22.5,-0.004788403399,-0.1101332754,9.631873131,0.0,-0.0021305289120000003,-0.001597896684,onTable
22.75,0.009576806799,-0.1101332754,9.603142737999999,-0.0005326322280000001,-0.0010652644560000001,-0.003195793368,onTable
23.0,0.007182605098999999,-0.1508347094,9.593565941,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,onTable
23.25,-0.0359130241,-0.1292868853,9.612719536,-0.0005326322280000001,0.0005326322280000001,-0.0021305289120000003,onTable
23.5,-0.0191536136,-0.1268926859,9.533711432999999,0.003728425596,0.0010652644560000001,0.0005326322280000001,onTable
