Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Label
23,0.03351882473,-0.1053448766,9.600749016,-0.0010652644560000001,-0.001597896684,-0.0021305289120000003,onTable
24,-0.007182605098999999,-0.1125274822,9.610325813,-0.0005326322280000001,-0.0021305289120000003,-0.0021305289120000003,onTable
25,0.02154781483,-0.12210428710000001,9.653421402000001,-0.0021305289120000003,0.0010652644560000001,0.0,onTable
26,0.047884032130000004,-0.10055647050000001,9.595960617000001,-0.0005326322280000001,0.0005326322280000001,-0.0005326322280000001,onTable
27,0.04070143028999999,-0.09816227107999999,9.600749016,0.0,0.0042610578240000006,0.001597896684,onTable
28,0.02394201607,-0.1268926859,9.634267807,-0.003195793368,0.0010652644560000001,-0.001597896684,onTable
29,0.0,-0.1149216816,9.63666153,0.001597896684,0.003195793368,0.0,onTable
30,-0.0143652102,-0.1125274822,9.627084732,-0.001597896684,0.0021305289120000003,0.0021305289120000003,onTable
31,0.007182605098999999,-0.13168109949999998,9.59835434,-0.0005326322280000001,0.0,0.0,onTable
32,0.026336219159999997,-0.12210428710000001,9.619902611,0.003195793368,0.0005326322280000001,0.001597896684,onTable
33,0.007182605098999999,-0.1053448766,9.619902611,0.003195793368,0.003195793368,0.0005326322280000001,onTable
34,0.004788403399,-0.10055647050000001,9.557653427,0.003728425596,0.0,0.003728425596,onTable
35,0.03112462163,-0.107739076,9.595960617000001,0.0021305289120000003,0.0,-0.0005326322280000001,onTable
36,0.03351882473,-0.09576806426000001,9.605537415,-0.003195793368,-0.0005326322280000001,0.0010652644560000001,onTable
37,0.007182605098999999,-0.09337386489,9.639056206000001,0.001597896684,-0.00266316114,-0.0010652644560000001,onTable
38,0.0023942017,-0.12210428710000001,9.660603522999999,-0.0010652644560000001,-0.0010652644560000001,-0.00532632228,onTable
39,0.0359130241,-0.13168109949999998,9.612719536,-0.0010652644560000001,-0.00266316114,0.001597896684,onTable
40,0.03351882473,-0.10055647050000001,9.59835434,-0.0021305289120000003,0.0005326322280000001,0.0,onTable
41,0.02154781483,-0.1029506698,9.612719536,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,onTable
42,0.02394201607,-0.1029506698,9.62469101,-0.0005326322280000001,-0.0010652644560000001,-0.0010652644560000001,onTable
43,0.026336219159999997,-0.1244984865,9.600749016,-0.0021305289120000003,0.0,-0.0005326322280000001,onTable
44,0.0143652102,-0.1101332754,9.631873131,0.0005326322280000001,0.0,0.0010652644560000001,onTable
45,0.0,-0.13168109949999998,9.54807663,-0.0005326322280000001,-0.0010652644560000001,0.0,onTable
46,0.01197100803,-0.10055647050000001,9.617507935,0.003195793368,0.0,0.0,onTable
47,0.009576806799,-0.1125274822,9.588777542,0.0005326322280000001,0.0,-0.0010652644560000001,onTable
48,0.0143652102,-0.1268926859,9.543288231,0.0005326322280000001,0.0010652644560000001,-0.001597896684,onTable
49,0.0191536136,-0.107739076,9.612719536,-0.0010652644560000001,-0.001597896684,-0.0010652644560000001,onTable
50,0.055066637689999996,-0.06703764945,9.861717224,0.0005326322280000001,0.006391586736,0.0,onTable
51,0.04548983276000001,-0.11971008779999999,9.62469101,0.0,-0.0010652644560000001,0.0010652644560000001,onTable
52,0.04548983276000001,-0.1125274822,9.756371498,0.0021305289120000003,0.001597896684,0.0021305289120000003,onTable
53,0.04548983276000001,-0.09576806426000001,9.703699112,0.001597896684,-0.003728425596,-0.001597896684,onTable
54,0.0359130241,-0.1292868853,9.603142737999999,0.0005326322280000001,0.0,-0.0021305289120000003,onTable
55,0.04309562966,-0.09816227107999999,9.703699112,0.0021305289120000003,0.001597896684,-0.00266316114,onTable
56,0.03351882473,-0.09097966552000002,9.607931137000001,-0.0005326322280000001,-0.0005326322280000001,-0.001597896684,onTable
57,0.04548983276000001,-0.1053448766,9.603142737999999,0.0,0.0,-0.003195793368,onTable
58,0.004788403399,-0.1101332754,9.617507935,0.0005326322280000001,0.00266316114,0.001597896684,onTable
59,-0.0023942017,-0.09816227107999999,9.569623947,-0.0010652644560000001,-0.003195793368,-0.00266316114,onTable
60,0.01197100803,-0.1292868853,9.583989143,-0.0010652644560000001,-0.0010652644560000001,0.0010652644560000001,onTable
61,0.04070143028999999,-0.117315881,9.619902611,0.0010652644560000001,0.0005326322280000001,-0.0005326322280000001,onTable
62,0.01675941236,-0.1149216816,9.634267807,-0.0005326322280000001,-0.0010652644560000001,0.001597896684,onTable
63,0.004788403399,-0.1149216816,9.603142737999999,-0.0010652644560000001,0.0010652644560000001,-0.00266316114,onTable
64,0.01675941236,-0.1053448766,9.612719536,0.0,0.0,-0.0005326322280000001,onTable
65,0.038307227189999994,-0.1101332754,9.605537415,0.0,0.00266316114,0.001597896684,onTable
66,0.03112462163,-0.1101332754,9.605537415,0.001597896684,0.001597896684,0.0010652644560000001,onTable
67,0.0359130241,-0.1244984865,9.612719536,0.0010652644560000001,0.0,-0.0005326322280000001,onTable
68,0.02394201607,-0.1244984865,9.610325813,-0.0005326322280000001,0.0,-0.001597896684,onTable
69,0.0191536136,-0.1149216816,9.607931137000001,-0.00266316114,0.0,0.0,onTable
70,0.0191536136,-0.13168109949999998,9.610325813,0.0010652644560000001,-0.001597896684,-0.0010652644560000001,onTable
71,0.0,-0.117315881,9.653421402000001,-0.0005326322280000001,0.001597896684,0.0,onTable
72,0.038307227189999994,-0.10055647050000001,9.593565941,0.0,0.0005326322280000001,0.0,onTable
73,0.026336219159999997,-0.1125274822,9.610325813,0.0,-0.0010652644560000001,0.0005326322280000001,onTable
74,0.009576806799,-0.08379705995,9.612719536,-0.003728425596,-0.001597896684,-0.001597896684,onTable
75,0.026336219159999997,-0.1053448766,9.595960617000001,0.0005326322280000001,-0.00266316114,-0.0021305289120000003,onTable
76,0.052672438319999994,-0.1244984865,9.607931137000001,-0.00266316114,0.0010652644560000001,-0.0010652644560000001,onTable
77,0.026336219159999997,-0.1149216816,9.619902611,-0.0010652644560000001,-0.001597896684,0.0005326322280000001,onTable
78,0.038307227189999994,-0.1053448766,9.612719536,-0.0005326322280000001,0.0005326322280000001,0.0,onTable
79,0.0359130241,-0.1268926859,9.612719536,0.0,-0.0021305289120000003,-0.0005326322280000001,onTable
80,0.03351882473,-0.1244984865,9.619902611,0.0010652644560000001,-0.0021305289120000003,0.0021305289120000003,onTable
81,0.04548983276000001,-0.1149216816,9.670180321,-0.001597896684,0.0,-0.0021305289120000003,onTable
82,0.026336219159999997,-0.09576806426000001,9.751583099,-0.0010652644560000001,-0.003728425596,0.0005326322280000001,onTable
83,0.01675941236,-0.117315881,9.631873131,-0.0021305289120000003,-0.00266316114,-0.0021305289120000003,onTable
84,0.026336219159999997,-0.08379705995,9.591172217999999,0.001597896684,-0.0005326322280000001,0.00266316114,onTable
85,0.01675941236,-0.1292868853,9.612719536,-0.0010652644560000001,0.001597896684,-0.0005326322280000001,onTable
86,0.02154781483,-0.09337386489,9.619902611,0.0,0.0,-0.0005326322280000001,onTable
87,0.0287304204,-0.09097966552000002,9.646238327,0.0005326322280000001,0.0,0.001597896684,onTable
88,0.01675941236,-0.1101332754,9.672574997,-0.0010652644560000001,-0.004793690052,0.0,onTable
89,-0.004788403399,-0.1101332754,9.631873131,0.0,-0.0021305289120000003,-0.001597896684,onTable
90,0.009576806799,-0.1101332754,9.603142737999999,-0.0005326322280000001,-0.0010652644560000001,-0.003195793368,onTable
91,0.007182605098999999,-0.1508347094,9.593565941,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,onTable
92,-0.0359130241,-0.1292868853,9.612719536,-0.0005326322280000001,0.0005326322280000001,-0.0021305289120000003,onTable
93,-0.0191536136,-0.1268926859,9.533711432999999,0.003728425596,0.0010652644560000001,0.0005326322280000001,onTable
94,0.026336219159999997,-0.1292868853,9.612719536,0.001597896684,-0.0021305289120000003,0.0021305289120000003,onTable
95,0.0143652102,-0.117315881,9.677363396,0.001597896684,-0.0005326322280000001,-0.0005326322280000001,onTable
96,-0.004788403399,-0.117315881,9.610325813,0.0,0.0,0.0,onTable
97,0.0143652102,-0.12210428710000001,9.579200745,0.0010652644560000001,-0.0005326322280000001,0.0,onTable
98,0.02394201607,-0.12210428710000001,9.615114212,0.0021305289120000003,0.0021305289120000003,0.001597896684,onTable
99,0.02154781483,-0.10055647050000001,9.536105156,-0.0010652644560000001,-0.00266316114,-0.0010652644560000001,onTable
100,0.04070143028999999,-0.107739076,9.600749016,-0.00266316114,0.0005326322280000001,0.0,onTable
101,0.007182605098999999,-0.09816227107999999,9.562441826,0.0010652644560000001,-0.0005326322280000001,-0.0010652644560000001,onTable
102,0.03112462163,-0.10055647050000001,9.514557838,-0.0005326322280000001,-0.0010652644560000001,-0.001597896684,onTable
103,0.04070143028999999,-0.1292868853,9.658209801,-0.0005326322280000001,-0.00532632228,0.0,onTable
104,0.009576806799,-0.1053448766,9.591172217999999,0.0005326322280000001,-0.0005326322280000001,-0.0010652644560000001,onTable
105,0.009576806799,-0.1244984865,9.622296333,-0.001597896684,0.0,-0.001597896684,onTable
106,0.04070143028999999,-0.1125274822,9.603142737999999,-0.001597896684,0.0,0.0,onTable
107,0.03112462163,-0.1149216816,9.605537415,-0.001597896684,-0.0005326322280000001,-0.0005326322280000001,onTable
108,0.0359130241,-0.06703764945,9.588777542,-0.0021305289120000003,0.001597896684,0.0010652644560000001,onTable
109,0.02154781483,-0.1125274822,9.59835434,0.00266316114,0.0005326322280000001,0.0,onTable
110,0.03351882473,-0.1053448766,9.59835434,0.0005326322280000001,-0.0005326322280000001,0.0005326322280000001,onTable
111,0.0287304204,-0.09816227107999999,9.612719536,-0.0005326322280000001,-0.0010652644560000001,0.0,onTable
112,0.0359130241,-0.107739076,9.605537415,-0.0021305289120000003,0.0010652644560000001,0.0010652644560000001,onTable
113,0.04309562966,-0.1029506698,9.600749016,0.0010652644560000001,0.0005326322280000001,0.00266316114,onTable
114,0.0287304204,-0.1149216816,9.603142737999999,-0.00266316114,0.0010652644560000001,0.0,onTable
115,0.0287304204,-0.10055647050000001,9.605537415,-0.0021305289120000003,0.0010652644560000001,0.001597896684,onTable
116,0.01675941236,-0.1149216816,9.603142737999999,-0.0005326322280000001,0.0005326322280000001,0.0,onTable
117,0.026336219159999997,-0.1101332754,9.605537415,-0.0021305289120000003,0.0005326322280000001,-0.001597896684,onTable
118,0.026336219159999997,-0.1053448766,9.605537415,-0.0005326322280000001,0.0005326322280000001,-0.001597896684,onTable
119,0.03351882473,-0.1125274822,9.617507935,-0.0021305289120000003,0.0,-0.0010652644560000001,onTable
120,0.02394201607,-0.1029506698,9.607931137000001,0.001597896684,-0.0021305289120000003,0.0021305289120000003,onTable
121,0.02394201607,-0.09097966552000002,9.605537415,0.0,-0.0010652644560000001,-0.0005326322280000001,onTable
122,0.0287304204,-0.1101332754,9.600749016,0.0005326322280000001,0.0,0.001597896684,onTable
123,0.0191536136,-0.107739076,9.603142737999999,-0.0010652644560000001,0.0021305289120000003,-0.0005326322280000001,onTable
124,0.02154781483,-0.1029506698,9.607931137000001,-0.0005326322280000001,-0.001597896684,-0.003195793368,onTable
125,0.01675941236,-0.09576806426000001,9.62469101,-0.0010652644560000001,0.00266316114,-0.0010652644560000001,onTable
126,0.026336219159999997,-0.1149216816,9.615114212,0.0,0.0005326322280000001,-0.001597896684,onTable
127,0.03112462163,-0.1101332754,9.603142737999999,0.0,0.0,0.0,onTable
128,0.03112462163,-0.10055647050000001,9.605537415,0.0005326322280000001,0.0005326322280000001,-0.0010652644560000001,onTable
129,0.009576806799,-0.107739076,9.607931137000001,-0.00266316114,-0.0005326322280000001,-0.00266316114,onTable
130,0.02394201607,-0.1029506698,9.603142737999999,0.0010652644560000001,-0.001597896684,-0.0005326322280000001,onTable
131,0.0359130241,-0.107739076,9.612719536,-0.0010652644560000001,0.001597896684,-0.0005326322280000001,onTable
132,0.03112462163,-0.107739076,9.607931137000001,-0.0021305289120000003,0.0021305289120000003,0.0,onTable
133,0.0359130241,-0.107739076,9.612719536,-0.0005326322280000001,0.0005326322280000001,0.0021305289120000003,onTable
134,0.0287304204,-0.1053448766,9.615114212,0.0021305289120000003,0.001597896684,-0.0010652644560000001,onTable
135,0.01675941236,-0.107739076,9.607931137000001,0.0021305289120000003,-0.0021305289120000003,-0.0010652644560000001,onTable
136,0.038307227189999994,-0.107739076,9.610325813,0.0010652644560000001,0.0010652644560000001,0.003195793368,onTable
137,0.0191536136,-0.1101332754,9.612719536,-0.003195793368,-0.0010652644560000001,-0.001597896684,onTable
138,0.02394201607,-0.107739076,9.612719536,-0.0010652644560000001,-0.0005326322280000001,-0.0010652644560000001,onTable
139,0.026336219159999997,-0.107739076,9.617507935,0.0005326322280000001,0.0005326322280000001,-0.0005326322280000001,onTable
140,0.01675941236,-0.1101332754,9.612719536,-0.0005326322280000001,-0.0021305289120000003,-0.0005326322280000001,onTable
141,0.01675941236,-0.1101332754,9.612719536,0.0,0.001597896684,-0.0010652644560000001,onTable
142,0.02154781483,-0.08858546615,9.615114212,-0.001597896684,-0.0005326322280000001,-0.0005326322280000001,onTable
143,0.04070143028999999,-0.1101332754,9.603142737999999,0.0,0.0005326322280000001,0.003728425596,onTable
144,0.02394201607,-0.107739076,9.610325813,0.0010652644560000001,-0.0010652644560000001,0.003195793368,onTable
145,0.0287304204,-0.1149216816,9.615114212,-0.0010652644560000001,0.0,-0.0005326322280000001,onTable
146,0.0287304204,-0.10055647050000001,9.612719536,0.0,0.001597896684,-0.0010652644560000001,onTable
147,0.02394201607,-0.09816227107999999,9.631873131,0.0005326322280000001,0.0010652644560000001,0.0010652644560000001,onTable
148,0.04309562966,-0.10055647050000001,9.646238327,-0.0010652644560000001,-0.0010652644560000001,0.0,onTable
149,0.0359130241,-0.1101332754,9.603142737999999,-0.001597896684,0.001597896684,0.0021305289120000003,onTable
150,0.01197100803,-0.13168109949999998,9.605537415,0.0,-0.0005326322280000001,0.0010652644560000001,onTable
151,0.02154781483,-0.1244984865,9.600749016,0.0005326322280000001,-0.0005326322280000001,0.0,onTable
152,0.01675941236,-0.1149216816,9.612719536,0.0,0.0,0.0005326322280000001,onTable
153,0.026336219159999997,-0.1125274822,9.62469101,0.0,0.0010652644560000001,-0.0010652644560000001,onTable
154,0.02154781483,-0.09337386489,9.615114212,0.0010652644560000001,-0.00266316114,0.0,onTable
155,0.02394201607,-0.107739076,9.59835434,-0.00266316114,-0.001597896684,0.001597896684,onTable
156,0.0143652102,-0.1029506698,9.617507935,-0.0010652644560000001,-0.0010652644560000001,0.0,onTable
157,0.02154781483,-0.1149216816,9.619902611,-0.0005326322280000001,0.0005326322280000001,-0.0021305289120000003,onTable
158,0.02394201607,-0.1149216816,9.610325813,0.0,-0.001597896684,0.0,onTable
159,0.01197100803,-0.107739076,9.612719536,0.0010652644560000001,-0.0021305289120000003,0.0,onTable
160,0.0359130241,-0.1053448766,9.605537415,0.0005326322280000001,0.003195793368,0.0,onTable
161,0.03112462163,-0.1125274822,9.615114212,-0.0010652644560000001,0.0010652644560000001,-0.00266316114,onTable
162,0.02154781483,-0.1029506698,9.607931137000001,0.0,-0.0010652644560000001,0.0,onTable
163,0.0191536136,-0.1053448766,9.605537415,0.0010652644560000001,-0.0021305289120000003,-0.0005326322280000001,onTable
164,0.02394201607,-0.1149216816,9.612719536,0.0005326322280000001,0.0021305289120000003,0.0010652644560000001,onTable
165,0.026336219159999997,-0.117315881,9.615114212,0.0,0.001597896684,0.0005326322280000001,onTable
166,0.0191536136,-0.10055647050000001,9.610325813,-0.0010652644560000001,0.0,0.0,onTable
167,0.0143652102,-0.107739076,9.615114212,0.0,0.001597896684,0.0,onTable
168,0.0287304204,-0.117315881,9.615114212,0.0,-0.0010652644560000001,-0.0010652644560000001,onTable
169,0.026336219159999997,-0.1101332754,9.612719536,-0.00266316114,0.001597896684,0.0,onTable
170,0.0143652102,-0.1101332754,9.603142737999999,-0.001597896684,0.001597896684,-0.0010652644560000001,onTable
171,0.03112462163,-0.1053448766,9.595960617000001,0.0005326322280000001,-0.001597896684,0.0005326322280000001,onTable
172,0.02154781483,-0.1149216816,9.612719536,0.00266316114,-0.0005326322280000001,0.0,onTable
173,0.0287304204,-0.1125274822,9.615114212,0.0005326322280000001,0.0,0.0,onTable
174,0.03112462163,-0.1149216816,9.612719536,0.0010652644560000001,0.0,-0.0010652644560000001,onTable
175,0.01675941236,-0.1149216816,9.612719536,-0.0005326322280000001,0.0010652644560000001,-0.001597896684,onTable
176,0.03112462163,-0.117315881,9.605537415,0.0,0.0010652644560000001,0.0005326322280000001,onTable
177,0.0359130241,-0.1029506698,9.607931137000001,0.0,0.0,0.0,onTable
178,0.03112462163,-0.1029506698,9.612719536,0.001597896684,0.001597896684,-0.0010652644560000001,onTable
179,0.0191536136,-0.1029506698,9.605537415,-0.0005326322280000001,-0.0005326322280000001,0.001597896684,onTable
180,0.0359130241,-0.10055647050000001,9.610325813,-0.0010652644560000001,0.003195793368,0.0005326322280000001,onTable
181,0.02394201607,-0.1125274822,9.610325813,0.0005326322280000001,0.0010652644560000001,-0.0010652644560000001,onTable
182,0.01197100803,-0.1101332754,9.615114212,0.0,0.001597896684,0.0005326322280000001,onTable
183,0.01675941236,-0.1029506698,9.612719536,0.0,0.0005326322280000001,-0.0010652644560000001,onTable
184,0.02154781483,-0.1149216816,9.610325813,-0.0010652644560000001,0.0005326322280000001,0.001597896684,onTable
185,0.0287304204,-0.117315881,9.619902611,-0.0010652644560000001,-0.0005326322280000001,-0.0010652644560000001,onTable
186,0.01197100803,-0.1268926859,9.605537415,0.0005326322280000001,-0.0005326322280000001,0.0,onTable
187,0.009576806799,-0.09816227107999999,9.600749016,0.0021305289120000003,0.001597896684,0.0010652644560000001,onTable
188,0.02394201607,-0.12210428710000001,9.607931137000001,-0.001597896684,-0.0005326322280000001,-0.0005326322280000001,onTable
189,0.009576806799,-0.107739076,9.615114212,-0.001597896684,-0.001597896684,-0.0010652644560000001,onTable
190,0.026336219159999997,-0.1053448766,9.612719536,-0.003195793368,-0.0021305289120000003,-0.0021305289120000003,onTable
191,0.0287304204,-0.1053448766,9.607931137000001,0.0010652644560000001,0.0005326322280000001,-0.0005326322280000001,onTable
192,0.0287304204,-0.10055647050000001,9.605537415,0.0021305289120000003,0.0005326322280000001,0.0010652644560000001,onTable
193,0.01675941236,-0.1101332754,9.603142737999999,0.0005326322280000001,0.001597896684,-0.0005326322280000001,onTable
194,0.02394201607,-0.1125274822,9.610325813,0.0021305289120000003,-0.0005326322280000001,-0.0005326322280000001,onTable
195,0.02154781483,-0.1149216816,9.607931137000001,-0.00266316114,0.0,0.0,onTable
196,0.026336219159999997,-0.1125274822,9.615114212,0.001597896684,-0.00266316114,-0.0005326322280000001,onTable
197,0.0191536136,-0.12210428710000001,9.600749016,-0.001597896684,0.0010652644560000001,-0.001597896684,onTable
198,0.02394201607,-0.1101332754,9.607931137000001,-0.003195793368,-0.0010652644560000001,0.0005326322280000001,onTable
199,0.04070143028999999,-0.1029506698,9.615114212,-0.0042610578240000006,0.0005326322280000001,0.0,onTable
200,0.01675941236,-0.1029506698,9.600749016,0.0,-0.0010652644560000001,-0.003728425596,onTable
201,0.03112462163,-0.1029506698,9.605537415,-0.00266316114,0.0005326322280000001,-0.001597896684,onTable
202,0.03112462163,-0.1125274822,9.612719536,0.0010652644560000001,0.001597896684,-0.003195793368,onTable
203,0.038307227189999994,-0.1029506698,9.605537415,0.001597896684,-0.0010652644560000001,0.0,onTable
204,0.0287304204,-0.107739076,9.607931137000001,-0.0005326322280000001,-0.0005326322280000001,-0.003195793368,onTable
205,0.02154781483,-0.1029506698,9.617507935,0.0010652644560000001,0.0005326322280000001,-0.0005326322280000001,onTable
206,0.02154781483,-0.107739076,9.607931137000001,0.0,0.0005326322280000001,-0.0021305289120000003,onTable
207,0.02154781483,-0.09576806426000001,9.615114212,0.0005326322280000001,0.0005326322280000001,-0.001597896684,onTable
208,0.03112462163,-0.1149216816,9.605537415,-0.0010652644560000001,-0.0005326322280000001,-0.0005326322280000001,onTable
209,0.026336219159999997,-0.1125274822,9.605537415,-0.001597896684,0.0010652644560000001,0.0,onTable
210,0.0191536136,-0.10055647050000001,9.605537415,-0.001597896684,0.0,-0.001597896684,onTable
211,0.02394201607,-0.1053448766,9.607931137000001,0.0021305289120000003,-0.0005326322280000001,-0.0005326322280000001,onTable
212,0.02154781483,-0.107739076,9.610325813,-0.003195793368,-0.0010652644560000001,-0.0005326322280000001,onTable
213,0.038307227189999994,-0.107739076,9.605537415,-0.001597896684,-0.0005326322280000001,-0.0021305289120000003,onTable
214,0.02394201607,-0.10055647050000001,9.612719536,0.0,0.0010652644560000001,0.001597896684,onTable
215,0.0191536136,-0.11971008779999999,9.610325813,0.001597896684,-0.0005326322280000001,-0.0010652644560000001,onTable
216,0.02394201607,-0.1149216816,9.605537415,0.001597896684,-0.0005326322280000001,0.0,onTable
217,0.03112462163,-0.1101332754,9.607931137000001,0.0,0.0,0.0,onTable
218,0.02154781483,-0.1125274822,9.612719536,-0.0010652644560000001,0.0005326322280000001,-0.0010652644560000001,onTable
219,0.01675941236,-0.107739076,9.615114212,-0.0010652644560000001,-0.0005326322280000001,0.0010652644560000001,onTable
220,0.03112462163,-0.1053448766,9.607931137000001,0.0,0.0042610578240000006,0.001597896684,onTable
221,0.03112462163,-0.1101332754,9.607931137000001,-0.0010652644560000001,0.0,0.0,onTable
222,0.02394201607,-0.1149216816,9.610325813,0.0,0.0,-0.001597896684,onTable
223,0.02394201607,-0.1029506698,9.59835434,0.0,-0.001597896684,-0.00266316114,onTable
224,0.02394201607,-0.1125274822,9.610325813,0.0010652644560000001,0.0005326322280000001,-0.0021305289120000003,onTable
225,0.01197100803,-0.10055647050000001,9.615114212,-0.0005326322280000001,0.001597896684,0.0005326322280000001,onTable
226,0.03351882473,-0.1149216816,9.607931137000001,0.0010652644560000001,0.0010652644560000001,0.0021305289120000003,onTable
227,0.03112462163,-0.107739076,9.610325813,-0.00266316114,0.0,-0.0010652644560000001,onTable
228,0.03112462163,-0.1149216816,9.612719536,-0.0021305289120000003,0.0005326322280000001,0.0,onTable
229,0.03351882473,-0.107739076,9.603142737999999,0.0,0.0,0.00266316114,onTable
230,0.026336219159999997,-0.1149216816,9.607931137000001,0.0,-0.0010652644560000001,0.001597896684,onTable
231,0.02394201607,-0.117315881,9.610325813,0.0005326322280000001,0.0010652644560000001,0.0021305289120000003,onTable
232,0.026336219159999997,-0.1125274822,9.607931137000001,-0.0010652644560000001,0.0,-0.0005326322280000001,onTable
233,0.026336219159999997,-0.1125274822,9.610325813,0.0005326322280000001,-0.0005326322280000001,-0.0010652644560000001,onTable
234,0.01197100803,-0.1125274822,9.593565941,-0.0021305289120000003,-0.0005326322280000001,0.0005326322280000001,onTable
235,0.0191536136,-0.1029506698,9.607931137000001,-0.001597896684,0.0010652644560000001,-0.0021305289120000003,onTable
236,0.038307227189999994,-0.1125274822,9.600749016,-0.0005326322280000001,-0.0010652644560000001,-0.0021305289120000003,onTable
237,0.026336219159999997,-0.117315881,9.59835434,-0.0010652644560000001,-0.0005326322280000001,-0.0021305289120000003,onTable
238,0.02394201607,-0.10055647050000001,9.605537415,0.001597896684,0.0010652644560000001,0.0005326322280000001,onTable
239,0.03112462163,-0.1029506698,9.603142737999999,0.0010652644560000001,-0.0005326322280000001,0.0010652644560000001,onTable
240,0.02394201607,-0.107739076,9.603142737999999,0.0010652644560000001,0.0021305289120000003,-0.0005326322280000001,onTable
241,0.02154781483,-0.1101332754,9.605537415,0.0,0.0010652644560000001,-0.0010652644560000001,onTable
242,0.026336219159999997,-0.1125274822,9.605537415,-0.001597896684,0.0,-0.00266316114,onTable
243,0.02394201607,-0.117315881,9.605537415,0.0005326322280000001,0.0005326322280000001,-0.0010652644560000001,onTable
244,0.02394201607,-0.1125274822,9.59835434,0.0010652644560000001,-0.0005326322280000001,0.0,onTable
245,0.02394201607,-0.1101332754,9.607931137000001,0.0,-0.001597896684,0.0,onTable
246,0.0287304204,-0.1053448766,9.59835434,-0.0021305289120000003,-0.0021305289120000003,0.0010652644560000001,onTable
247,0.03351882473,-0.1101332754,9.605537415,-0.001597896684,-0.0010652644560000001,-0.0005326322280000001,onTable
248,0.01675941236,-0.117315881,9.612719536,-0.001597896684,-0.001597896684,-0.0010652644560000001,onTable
249,0.03112462163,-0.1125274822,9.612719536,0.0010652644560000001,0.0005326322280000001,-0.0005326322280000001,onTable
250,0.0359130241,-0.09816227107999999,9.607931137000001,-0.001597896684,0.0005326322280000001,-0.0005326322280000001,onTable
251,0.009576806799,-0.1101332754,9.610325813,0.0,0.0005326322280000001,-0.0005326322280000001,onTable
252,0.009576806799,-0.1053448766,9.610325813,-0.0005326322280000001,-0.001597896684,-0.003195793368,onTable
253,0.03112462163,-0.1125274822,9.603142737999999,0.0005326322280000001,-0.0005326322280000001,0.0005326322280000001,onTable
254,0.02154781483,-0.1029506698,9.610325813,-0.001597896684,-0.0010652644560000001,0.0,onTable
